Date;Time;ArduinoMillis;EDA;IBI;RawPulse;FL;FR;RL;RR
2017-04-17;11:23:20:9413;10;0;0;509;918;941;932;938;
2017-04-17;11:23:20:9570;20;3;0;509;918;941;931;939;
2017-04-17;11:23:20:9737;30;3;0;510;918;941;931;939;
2017-04-17;11:23:20:9738;40;3;0;512;918;941;931;939;
2017-04-17;11:23:21:0065;50;3;0;515;918;941;932;939;
2017-04-17;11:23:21:0065;60;3;0;517;918;941;931;938;
2017-04-17;11:23:21:0065;70;4;0;517;918;941;932;939;
2017-04-17;11:23:21:0240;80;4;0;518;918;941;931;938;
2017-04-17;11:23:21:0241;90;4;0;518;918;941;931;939;
2017-04-17;11:23:21:0410;100;5;0;517;918;941;931;939;
2017-04-17;11:23:21:0701;110;5;0;515;918;941;932;939;
2017-04-17;11:23:21:0701;120;6;0;513;918;941;931;939;
2017-04-17;11:23:21:0701;130;6;0;512;918;941;932;939;
2017-04-17;11:23:21:0875;140;7;0;511;918;941;931;939;
2017-04-17;11:23:21:0875;150;7;0;511;918;941;931;939;
2017-04-17;11:23:21:1084;160;7;0;512;918;941;931;938;
2017-04-17;11:23:21:1084;171;6;0;513;918;941;931;939;
2017-04-17;11:23:21:1258;181;6;0;515;918;941;931;938;
2017-04-17;11:23:21:1258;191;6;0;516;919;941;932;939;
2017-04-17;11:23:21:1541;201;5;0;515;918;941;931;938;
2017-04-17;11:23:21:1541;211;5;0;516;919;941;932;939;
2017-04-17;11:23:21:1542;221;4;0;516;918;941;931;938;
2017-04-17;11:23:21:1715;231;5;0;514;918;941;932;939;
2017-04-17;11:23:21:1886;241;5;0;513;918;941;931;938;
2017-04-17;11:23:21:1887;251;6;0;512;918;941;931;939;
2017-04-17;11:23:21:2079;261;5;0;511;918;941;931;938;
2017-04-17;11:23:21:2080;271;6;0;510;919;941;932;939;
2017-04-17;11:23:21:2381;281;6;0;510;918;940;931;938;
2017-04-17;11:23:21:2381;291;6;0;512;918;941;931;938;
2017-04-17;11:23:21:2381;301;5;0;513;918;941;931;938;
2017-04-17;11:23:21:2553;311;6;0;513;919;941;931;938;
2017-04-17;11:23:21:2553;321;5;0;514;918;941;931;939;
2017-04-17;11:23:21:2723;331;7;0;514;918;941;932;939;
2017-04-17;11:23:21:2723;342;5;0;512;918;941;931;938;
2017-04-17;11:23:21:2887;352;5;0;510;918;941;931;939;
2017-04-17;11:23:21:3053;362;4;0;510;918;941;932;939;
2017-04-17;11:23:21:3054;372;6;0;510;918;941;932;938;
2017-04-17;11:23:21:3224;382;5;0;511;918;941;932;939;
2017-04-17;11:23:21:3224;392;6;0;512;918;941;931;938;
2017-04-17;11:23:21:3530;402;5;0;513;918;941;931;938;
2017-04-17;11:23:21:3530;412;5;0;513;918;941;932;939;
2017-04-17;11:23:21:3712;422;4;0;515;918;940;931;938;
2017-04-17;11:23:21:3712;432;5;0;516;919;941;932;938;
2017-04-17;11:23:21:3883;442;5;0;517;918;941;931;939;
2017-04-17;11:23:21:3883;452;6;0;516;918;941;932;939;
2017-04-17;11:23:21:4073;462;5;0;516;918;941;932;939;
2017-04-17;11:23:21:4073;472;6;0;515;918;941;931;938;
2017-04-17;11:23:21:4409;482;6;0;515;918;941;932;939;
2017-04-17;11:23:21:4409;492;6;0;515;918;941;931;939;
2017-04-17;11:23:21:4409;502;5;0;514;918;941;932;939;
2017-04-17;11:23:21:4581;512;7;0;515;918;940;931;939;
2017-04-17;11:23:21:4581;522;6;0;515;918;941;931;938;
2017-04-17;11:23:21:4863;532;8;0;514;918;941;932;939;
2017-04-17;11:23:21:4863;542;6;0;514;918;940;931;938;
2017-04-17;11:23:21:4863;552;7;0;514;918;941;931;939;
2017-04-17;11:23:21:5074;562;6;0;514;918;941;931;938;
2017-04-17;11:23:21:5074;572;6;0;516;919;941;932;939;
2017-04-17;11:23:21:5244;583;5;0;517;918;941;931;939;
2017-04-17;11:23:21:5414;593;6;0;518;918;941;932;939;
2017-04-17;11:23:21:5414;603;6;0;518;918;941;931;938;
2017-04-17;11:23:21:5737;613;6;0;519;918;941;932;938;
2017-04-17;11:23:21:5738;623;5;0;518;918;940;931;938;
2017-04-17;11:23:21:5738;633;6;0;517;919;941;932;939;
2017-04-17;11:23:21:5947;643;4;0;517;918;940;931;938;
2017-04-17;11:23:21:5947;653;5;0;517;919;941;932;938;
2017-04-17;11:23:21:6184;663;5;0;517;919;941;931;938;
2017-04-17;11:23:21:6184;673;6;0;517;919;941;931;938;
2017-04-17;11:23:21:6184;683;5;0;517;919;941;932;938;
2017-04-17;11:23:21:6396;693;6;0;516;919;941;932;938;
2017-04-17;11:23:21:6397;703;5;0;516;918;940;931;938;
2017-04-17;11:23:21:6587;713;7;0;518;918;941;932;939;
2017-04-17;11:23:21:6587;723;5;0;516;918;941;932;939;
2017-04-17;11:23:21:6863;733;6;0;515;918;941;932;939;
2017-04-17;11:23:21:6865;743;6;0;514;919;941;931;938;
2017-04-17;11:23:21:6867;753;6;0;514;918;941;932;939;
2017-04-17;11:23:21:7070;763;6;0;514;918;941;932;938;
2017-04-17;11:23:21:7070;773;6;0;515;918;941;932;939;
2017-04-17;11:23:21:7242;783;6;0;516;918;940;931;938;
2017-04-17;11:23:21:7242;793;5;0;516;918;941;931;939;
2017-04-17;11:23:21:7411;803;4;0;516;918;941;932;938;
2017-04-17;11:23:21:7708;813;5;0;517;918;941;932;939;
2017-04-17;11:23:21:7709;823;5;0;516;918;941;932;938;
2017-04-17;11:23:21:7709;833;6;0;515;918;941;932;939;
2017-04-17;11:23:21:7915;843;5;0;516;918;941;932;939;
2017-04-17;11:23:21:7916;854;6;0;519;918;941;932;938;
2017-04-17;11:23:21:8088;864;5;0;518;918;941;932;939;
2017-04-17;11:23:21:8089;874;6;0;518;918;941;932;939;
2017-04-17;11:23:21:8252;884;5;0;516;918;941;932;939;
2017-04-17;11:23:21:8252;894;5;0;514;918;941;932;939;
2017-04-17;11:23:21:8552;904;4;0;511;918;941;932;938;
2017-04-17;11:23:21:8552;914;4;0;509;918;941;932;939;
2017-04-17;11:23:21:8552;924;4;0;509;918;941;932;939;
2017-04-17;11:23:21:8725;934;5;0;508;918;941;932;939;
2017-04-17;11:23:21:8895;944;5;0;507;918;941;932;938;
2017-04-17;11:23:21:8895;954;6;0;509;918;941;932;938;
2017-04-17;11:23:21:9095;964;5;0;508;918;941;932;939;
2017-04-17;11:23:21:9096;974;6;0;509;918;941;932;938;
2017-04-17;11:23:21:9397;984;5;0;510;918;941;932;939;
2017-04-17;11:23:21:9397;994;6;0;511;918;941;932;939;
2017-04-17;11:23:21:9398;1004;6;0;512;918;941;932;939;
2017-04-17;11:23:21:9574;1014;6;0;514;918;941;933;939;
2017-04-17;11:23:21:9575;1024;5;0;515;918;941;932;939;
2017-04-17;11:23:21:9787;1034;5;0;515;918;941;932;939;
2017-04-17;11:23:21:9788;1044;5;0;516;918;941;932;939;
2017-04-17;11:23:22:0065;1054;5;0;516;918;941;932;939;
2017-04-17;11:23:22:0066;1064;4;0;516;918;941;932;938;
2017-04-17;11:23:22:0066;1074;5;0;516;918;941;932;938;
2017-04-17;11:23:22:0254;1084;5;0;514;919;941;932;938;
2017-04-17;11:23:22:0254;1094;5;0;514;918;941;932;939;
2017-04-17;11:23:22:0545;1104;5;0;514;918;941;932;939;
2017-04-17;11:23:22:0546;1114;6;0;514;918;941;932;938;
2017-04-17;11:23:22:0546;1124;4;0;514;918;941;932;938;
2017-04-17;11:23:22:0724;1134;7;0;516;919;941;932;938;
2017-04-17;11:23:22:0925;1144;5;0;517;919;941;932;938;
2017-04-17;11:23:22:0925;1154;5;0;517;918;941;932;938;
2017-04-17;11:23:22:1226;1164;4;0;517;918;941;932;939;
2017-04-17;11:23:22:1226;1174;5;0;517;919;941;932;938;
2017-04-17;11:23:22:1227;1184;4;0;517;918;941;932;939;
2017-04-17;11:23:22:1401;1195;4;0;517;918;941;932;939;
2017-04-17;11:23:22:1401;1205;4;0;517;919;941;932;939;
2017-04-17;11:23:22:1574;1215;6;0;517;919;941;932;939;
2017-04-17;11:23:22:1574;1225;5;0;516;918;941;932;938;
2017-04-17;11:23:22:1903;1235;5;0;515;918;941;932;939;
2017-04-17;11:23:22:1904;1245;5;0;514;918;941;932;938;
2017-04-17;11:23:22:1904;1255;6;0;515;919;941;932;938;
2017-04-17;11:23:22:2082;1265;6;0;514;918;941;932;939;
2017-04-17;11:23:22:2083;1275;7;0;512;918;941;932;938;
2017-04-17;11:23:22:2250;1285;6;0;511;918;941;932;939;
2017-04-17;11:23:22:2543;1295;6;0;510;918;940;932;939;
2017-04-17;11:23:22:2543;1305;5;0;509;918;941;932;939;
2017-04-17;11:23:22:2544;1315;5;0;510;918;941;932;939;
2017-04-17;11:23:22:2754;1325;5;0;511;918;941;932;938;
2017-04-17;11:23:22:2755;1335;5;0;512;919;941;932;939;
2017-04-17;11:23:22:2755;1345;4;0;514;919;941;932;939;
2017-04-17;11:23:22:2989;1355;6;0;516;918;941;932;939;
2017-04-17;11:23:22:2990;1366;5;0;518;918;941;933;939;
2017-04-17;11:23:22:3170;1376;6;0;520;918;941;932;939;
2017-04-17;11:23:22:3170;1386;5;0;518;918;941;932;939;
2017-04-17;11:23:22:3465;1396;5;0;517;918;941;932;939;
2017-04-17;11:23:22:3465;1406;5;0;517;918;941;932;939;
2017-04-17;11:23:22:3643;1416;6;0;517;918;941;932;938;
2017-04-17;11:23:22:3644;1426;5;0;517;919;941;933;939;
2017-04-17;11:23:22:3858;1436;4;0;517;918;941;932;939;
2017-04-17;11:23:22:3859;1446;3;0;515;918;941;932;939;
2017-04-17;11:23:22:3859;1456;5;0;515;918;941;932;939;
2017-04-17;11:23:22:4145;1466;5;0;513;919;941;932;939;
2017-04-17;11:23:22:4145;1476;5;0;514;918;941;932;938;
2017-04-17;11:23:22:4324;1486;4;0;513;918;941;932;939;
2017-04-17;11:23:22:4346;1496;6;0;512;918;941;932;938;
2017-04-17;11:23:22:4625;1506;4;0;510;918;941;932;938;
2017-04-17;11:23:22:4626;1516;5;0;510;919;941;932;939;
2017-04-17;11:23:22:4626;1526;5;0;510;918;941;932;939;
2017-04-17;11:23:22:4800;1536;5;0;510;918;941;932;938;
2017-04-17;11:23:22:4800;1546;5;0;511;918;941;932;939;
2017-04-17;11:23:22:4969;1556;6;0;511;918;941;932;938;
2017-04-17;11:23:22:4970;1566;5;0;511;918;941;932;938;
2017-04-17;11:23:22:6056;1576;6;0;512;918;941;932;938;
2017-04-17;11:23:22:6057;1586;5;0;511;918;941;932;939;
2017-04-17;11:23:22:6057;1596;7;0;512;918;941;932;939;
2017-04-17;11:23:22:6057;1606;6;0;513;919;941;932;939;
2017-04-17;11:23:22:6057;1616;6;0;513;918;941;932;939;
2017-04-17;11:23:22:6057;1626;5;0;513;919;941;932;939;
2017-04-17;11:23:22:6057;1636;6;0;514;918;941;932;938;
2017-04-17;11:23:22:6057;1646;6;0;514;919;941;932;938;
2017-04-17;11:23:22:6057;1656;7;0;515;918;941;932;939;
2017-04-17;11:23:22:6058;1666;6;0;514;919;941;932;939;
2017-04-17;11:23:22:6380;1676;7;1676;517;919;941;932;939;
2017-04-17;11:23:22:6381;1686;6;0;518;918;941;932;939;
2017-04-17;11:23:22:6381;1696;6;0;519;918;941;932;939;
2017-04-17;11:23:22:6381;1707;6;0;518;918;941;932;939;
2017-04-17;11:23:22:6620;1717;7;0;517;918;941;932;938;
2017-04-17;11:23:22:6620;1727;6;0;516;919;941;932;939;
2017-04-17;11:23:22:6795;1737;6;0;514;918;941;932;938;
2017-04-17;11:23:22:6795;1747;5;0;513;918;941;932;939;
2017-04-17;11:23:22:7007;1757;6;0;513;918;941;932;939;
2017-04-17;11:23:22:7008;1767;5;0;514;919;941;933;939;
2017-04-17;11:23:22:7303;1777;5;0;513;918;941;932;939;
2017-04-17;11:23:22:7304;1787;5;0;515;918;941;932;939;
2017-04-17;11:23:22:7304;1797;5;0;517;918;941;932;939;
2017-04-17;11:23:22:7482;1807;4;0;518;918;941;932;939;
2017-04-17;11:23:22:7649;1817;4;0;518;918;941;932;938;
2017-04-17;11:23:22:7649;1827;3;0;517;918;941;932;939;
2017-04-17;11:23:22:7814;1837;4;0;515;918;941;932;939;
2017-04-17;11:23:22:7815;1847;4;0;513;918;941;932;939;
2017-04-17;11:23:22:8148;1857;4;0;511;918;941;932;938;
2017-04-17;11:23:22:8149;1867;5;0;510;918;941;932;939;
2017-04-17;11:23:22:8149;1878;6;0;511;918;941;932;939;
2017-04-17;11:23:22:8320;1888;5;0;511;918;941;932;939;
2017-04-17;11:23:22:8320;1898;7;0;512;918;941;932;939;
2017-04-17;11:23:22:8490;1908;6;0;512;918;941;932;939;
2017-04-17;11:23:22:8491;1918;5;0;512;918;941;932;938;
2017-04-17;11:23:22:8780;1928;5;0;512;918;941;932;939;
2017-04-17;11:23:22:8781;1938;5;0;514;918;941;932;939;
2017-04-17;11:23:22:8987;1948;5;0;513;918;941;932;939;
2017-04-17;11:23:22:8987;1958;5;0;515;918;941;932;939;
2017-04-17;11:23:22:8987;1968;4;0;515;918;941;932;939;
2017-04-17;11:23:22:9167;1978;6;0;514;918;941;932;938;
2017-04-17;11:23:22:9341;1988;5;0;513;918;941;932;938;
2017-04-17;11:23:22:9342;1998;6;0;513;918;941;932;938;
2017-04-17;11:23:22:9625;2008;6;0;512;918;941;932;939;
2017-04-17;11:23:22:9625;2018;7;0;514;918;941;932;938;
2017-04-17;11:23:22:9626;2028;6;0;516;918;941;932;939;
2017-04-17;11:23:22:9799;2038;7;0;517;918;941;932;939;
2017-04-17;11:23:22:9800;2048;6;0;516;918;941;932;939;
2017-04-17;11:23:23:0009;2058;5;0;517;918;941;932;938;
2017-04-17;11:23:23:0009;2068;5;0;517;918;941;932;938;
2017-04-17;11:23:23:0304;2078;5;401;517;918;941;932;938;
2017-04-17;11:23:23:0305;2088;5;0;517;918;941;932;939;
2017-04-17;11:23:23:0305;2098;6;0;518;919;941;932;938;
2017-04-17;11:23:23:0477;2108;6;0;517;918;941;932;938;
2017-04-17;11:23:23:0644;2118;6;0;516;918;941;932;938;
2017-04-17;11:23:23:0644;2128;5;0;516;918;941;932;939;
2017-04-17;11:23:23:0813;2138;5;0;516;918;941;932;938;
2017-04-17;11:23:23:0813;2148;5;0;516;918;941;932;939;
2017-04-17;11:23:23:1148;2158;5;0;514;918;941;932;938;
2017-04-17;11:23:23:1148;2168;4;0;513;918;941;932;939;
2017-04-17;11:23:23:1148;2178;5;0;513;918;941;932;938;
2017-04-17;11:23:23:1323;2188;4;0;512;918;941;932;939;
2017-04-17;11:23:23:1323;2198;4;0;513;918;941;932;938;
2017-04-17;11:23:23:1490;2208;4;0;512;919;941;932;939;
2017-04-17;11:23:23:1782;2219;4;0;511;918;941;932;939;
2017-04-17;11:23:23:1784;2229;4;0;511;918;941;932;938;
2017-04-17;11:23:23:1785;2239;5;0;510;918;941;932;938;
2017-04-17;11:23:23:1993;2249;5;0;511;918;941;932;939;
2017-04-17;11:23:23:1993;2259;4;0;511;918;941;932;938;
2017-04-17;11:23:23:2167;2269;5;0;512;918;941;932;939;
2017-04-17;11:23:23:2168;2279;4;0;513;918;941;932;938;
2017-04-17;11:23:23:2465;2289;3;0;512;918;941;932;939;
2017-04-17;11:23:23:2466;2299;4;0;513;918;941;932;939;
2017-04-17;11:23:23:2466;2309;5;0;514;918;941;932;939;
2017-04-17;11:23:23:2639;2319;5;0;516;918;941;932;938;
2017-04-17;11:23:23:2640;2329;5;0;517;918;941;932;939;
2017-04-17;11:23:23:2807;2339;5;0;517;918;941;932;938;
2017-04-17;11:23:23:2807;2349;5;0;519;918;941;932;939;
2017-04-17;11:23:23:3002;2359;6;0;518;918;941;932;938;
2017-04-17;11:23:23:3003;2369;6;0;516;918;941;932;939;
2017-04-17;11:23:23:3306;2379;5;0;516;918;941;932;938;
2017-04-17;11:23:23:3306;2390;4;0;515;918;941;932;939;
2017-04-17;11:23:23:3482;2400;4;0;513;918;941;932;939;
2017-04-17;11:23:23:3482;2410;5;0;513;918;941;932;939;
2017-04-17;11:23:23:3648;2420;4;0;511;918;941;932;939;
2017-04-17;11:23:23:3649;2430;4;0;512;918;941;932;939;
2017-04-17;11:23:23:3816;2440;5;0;512;918;941;932;939;
2017-04-17;11:23:23:3816;2450;5;0;514;918;941;932;939;
2017-04-17;11:23:23:4142;2460;7;0;515;918;940;932;939;
2017-04-17;11:23:23:4143;2470;6;0;516;918;941;932;939;
2017-04-17;11:23:23:4143;2480;6;401;516;918;941;932;939;
2017-04-17;11:23:23:4317;2490;5;0;515;918;941;932;938;
2017-04-17;11:23:23:4318;2500;5;0;514;918;941;932;938;
2017-04-17;11:23:23:4491;2510;4;0;513;918;941;932;939;
2017-04-17;11:23:23:4654;2520;5;0;512;918;941;932;939;
2017-04-17;11:23:23:4654;2530;4;0;511;918;941;932;939;
2017-04-17;11:23:23:4978;2540;5;0;511;918;941;932;938;
2017-04-17;11:23:23:4978;2550;6;0;514;918;941;932;939;
2017-04-17;11:23:23:4978;2560;7;0;514;918;941;932;939;
2017-04-17;11:23:23:5153;2570;6;0;514;918;941;932;939;
2017-04-17;11:23:23:5153;2580;6;0;515;918;941;932;939;
2017-04-17;11:23:23:5435;2590;6;0;514;918;941;932;939;
2017-04-17;11:23:23:5435;2600;6;0;513;918;941;932;939;
2017-04-17;11:23:23:5435;2610;5;0;513;918;941;932;939;
2017-04-17;11:23:23:5628;2620;4;0;511;918;941;932;939;
2017-04-17;11:23:23:5628;2630;5;0;513;918;941;932;939;
2017-04-17;11:23:23:5802;2640;4;0;512;918;941;932;938;
2017-04-17;11:23:23:6010;2650;4;0;514;918;941;932;939;
2017-04-17;11:23:23:6011;2660;5;0;514;918;941;932;938;
2017-04-17;11:23:23:6304;2670;6;0;514;918;941;932;939;
2017-04-17;11:23:23:6304;2680;5;0;514;918;941;932;939;
2017-04-17;11:23:23:6304;2690;4;0;514;918;941;932;939;
2017-04-17;11:23:23:6478;2700;5;0;514;918;941;932;938;
2017-04-17;11:23:23:6479;2710;6;0;514;918;941;932;939;
2017-04-17;11:23:23:6642;2720;5;0;514;918;941;932;939;
2017-04-17;11:23:23:6642;2731;4;0;515;918;941;932;939;
2017-04-17;11:23:23:6846;2741;4;0;515;918;941;932;939;
2017-04-17;11:23:23:6846;2751;4;0;514;918;941;933;939;
2017-04-17;11:23:23:7145;2761;5;0;513;919;941;932;939;
2017-04-17;11:23:23:7145;2771;6;0;512;918;941;932;939;
2017-04-17;11:23:23:7145;2781;5;0;512;918;941;932;939;
2017-04-17;11:23:23:7321;2791;5;0;512;918;941;932;939;
2017-04-17;11:23:23:7490;2801;5;0;514;918;941;932;939;
2017-04-17;11:23:23:7490;2811;6;0;515;918;941;932;939;
2017-04-17;11:23:23:7655;2821;5;0;515;918;941;932;939;
2017-04-17;11:23:23:7655;2831;5;0;514;919;941;932;939;
2017-04-17;11:23:23:7983;2841;5;0;515;918;941;932;938;
2017-04-17;11:23:23:7983;2851;5;0;516;918;941;932;939;
2017-04-17;11:23:23:7983;2861;5;0;517;918;941;932;939;
2017-04-17;11:23:23:8155;2871;5;0;516;918;941;932;939;
2017-04-17;11:23:23:8155;2881;4;401;516;918;941;932;938;
2017-04-17;11:23:23:8326;2891;4;0;516;918;941;932;939;
2017-04-17;11:23:23:8621;2902;3;0;515;918;941;932;939;
2017-04-17;11:23:23:8622;2912;4;0;515;919;941;932;939;
2017-04-17;11:23:23:8622;2922;3;0;515;919;941;932;939;
2017-04-17;11:23:23:8833;2932;5;0;515;919;941;932;939;
2017-04-17;11:23:23:8834;2942;4;0;514;918;941;932;939;
2017-04-17;11:23:23:9011;2952;4;0;514;919;941;932;939;
2017-04-17;11:23:23:9018;2962;4;0;514;918;941;932;939;
2017-04-17;11:23:23:9303;2972;5;0;514;919;941;932;938;
2017-04-17;11:23:23:9303;2982;3;0;513;919;941;932;938;
2017-04-17;11:23:23:9304;2992;4;0;512;918;941;932;939;
2017-04-17;11:23:23:9476;3002;4;0;511;918;941;932;939;
2017-04-17;11:23:23:9477;3012;5;0;512;919;941;932;939;
2017-04-17;11:23:23:9643;3022;4;0;514;918;941;931;938;
2017-04-17;11:23:23:9643;3032;4;0;516;919;941;932;939;
2017-04-17;11:23:23:9807;3042;3;0;518;918;941;932;939;
2017-04-17;11:23:24:0147;3052;3;0;520;919;941;932;939;
2017-04-17;11:23:24:0148;3062;3;0;519;918;941;932;939;
2017-04-17;11:23:24:0148;3072;4;0;519;919;941;932;939;
2017-04-17;11:23:24:0148;3082;4;0;519;919;941;932;939;
2017-04-17;11:23:24:0325;3092;4;0;518;918;941;932;939;
2017-04-17;11:23:24:0326;3102;4;0;516;918;941;932;939;
2017-04-17;11:23:24:0491;3112;5;0;516;919;941;933;939;
2017-04-17;11:23:24:0655;3122;4;0;515;918;941;932;939;
2017-04-17;11:23:24:0656;3132;5;0;517;919;941;933;939;
2017-04-17;11:23:24:0987;3142;4;0;517;919;941;933;939;
2017-04-17;11:23:24:0987;3152;4;0;517;920;942;933;939;
2017-04-17;11:23:24:0988;3162;4;0;516;921;942;933;939;
2017-04-17;11:23:24:1164;3172;4;0;515;921;943;933;939;
2017-04-17;11:23:24:1164;3182;5;0;514;924;943;932;939;
2017-04-17;11:23:24:1330;3192;6;0;514;925;944;933;939;
2017-04-17;11:23:24:1619;3202;4;0;514;925;944;932;938;
2017-04-17;11:23:24:1620;3212;4;0;514;926;945;932;938;
2017-04-17;11:23:24:1620;3222;4;0;514;927;944;930;938;
2017-04-17;11:23:24:1834;3232;5;0;514;928;945;930;937;
2017-04-17;11:23:24:1834;3243;4;0;513;929;945;928;936;
2017-04-17;11:23:24:2005;3253;4;0;512;930;946;927;935;
2017-04-17;11:23:24:2005;3263;4;0;511;932;947;925;934;
2017-04-17;11:23:24:2170;3273;4;0;512;934;947;923;932;
2017-04-17;11:23:24:2170;3283;4;0;511;936;948;922;930;
2017-04-17;11:23:24:2456;3293;5;0;511;938;949;920;929;
2017-04-17;11:23:24:2456;3303;5;0;510;938;949;919;927;
2017-04-17;11:23:24:2457;3313;6;0;511;940;950;917;925;
2017-04-17;11:23:24:2672;3323;4;0;511;941;950;915;922;
2017-04-17;11:23:24:2672;3333;5;0;512;942;950;914;920;
2017-04-17;11:23:24:2847;3343;4;0;513;943;951;912;917;
2017-04-17;11:23:24:3013;3353;6;0;513;943;951;912;917;
2017-04-17;11:23:24:3013;3363;6;0;513;944;951;912;916;
2017-04-17;11:23:24:3303;3373;6;0;514;944;951;912;916;
2017-04-17;11:23:24:3303;3383;5;0;513;944;951;911;915;
2017-04-17;11:23:24:3303;3393;4;0;513;944;951;911;915;
2017-04-17;11:23:24:3476;3403;5;0;514;945;951;912;915;
2017-04-17;11:23:24:3477;3414;5;0;515;945;951;913;916;
2017-04-17;11:23:24:3699;3424;4;537;516;946;952;913;916;
2017-04-17;11:23:24:3699;3434;4;0;517;945;951;913;916;
